region,year,month,date,mean_temp_k,baseline_temp_k,anomaly_k
washington,2007,10,2007-10,280.17,281.9270684523809,-1.7570684523809064
washington,2007,11,2007-11,273.43541666666664,276.1007886904762,-2.665372023809539
washington,2007,12,2007-12,268.7866666666667,272.1713392857143,-3.384672619047592
washington,2008,1,2008-01,273.4533333333333,271.98311011904764,1.4702232142856815
washington,2008,2,2008-02,272.3991666666667,273.18596726190475,-0.7868005952380486
washington,2008,3,2008-03,276.95416666666665,276.71316964285717,0.2409970238094843
washington,2008,4,2008-04,280.3341666666667,280.24651785714286,0.08764880952384146
washington,2008,5,2008-05,285.84291666666667,285.1485863095238,0.6943303571428601
washington,2008,6,2008-06,290.5933333333333,289.0886458333333,1.5046874999999886
washington,2008,7,2008-07,293.5891666666667,292.189806547619,1.3993601190476852
washington,2008,8,2008-08,292.55375,291.27175595238094,1.2819940476190368
washington,2008,9,2008-09,288.93874999999997,286.9923363095238,1.946413690476163
washington,2008,10,2008-10,282.84041666666667,281.9270684523809,0.9133482142857474
washington,2008,11,2008-11,275.3225,276.1007886904762,-0.7782886904761881
washington,2008,12,2008-12,273.38916666666665,272.1713392857143,1.2178273809523716
washington,2009,1,2009-01,272.65916666666664,271.98311011904764,0.6760565476189981
washington,2009,2,2009-02,274.67625000000004,273.18596726190475,1.4902827380952886
washington,2009,3,2009-03,278.1983333333333,276.71316964285717,1.4851636904761563
washington,2009,4,2009-04,280.4895833333333,280.24651785714286,0.24306547619045205
washington,2009,5,2009-05,285.6658333333333,285.1485863095238,0.5172470238094888
washington,2009,6,2009-06,290.95125,289.0886458333333,1.8626041666666993
washington,2009,7,2009-07,291.99708333333336,292.189806547619,-0.19272321428564965
washington,2009,8,2009-08,293.19416666666666,291.27175595238094,1.9224107142857179
washington,2009,9,2009-09,285.56125,286.9923363095238,-1.4310863095238346
washington,2009,10,2009-10,280.4870833333334,281.9270684523809,-1.4399851190475488
washington,2009,11,2009-11,276.0104166666667,276.1007886904762,-0.09037202380949338
washington,2009,12,2009-12,273.2608333333333,272.1713392857143,1.0894940476190413
washington,2010,1,2010-01,274.0991666666667,271.98311011904764,2.1160565476190527
washington,2010,2,2010-02,275.8241666666667,273.18596726190475,2.638199404761963
washington,2010,3,2010-03,277.8966666666667,276.71316964285717,1.1834970238095366
washington,2010,4,2010-04,281.45374999999996,280.24651785714286,1.2072321428570945
washington,2010,5,2010-05,287.75875,285.1485863095238,2.610163690476213
washington,2010,6,2010-06,290.0604166666667,289.0886458333333,0.9717708333333803
washington,2010,7,2010-07,293.65791666666667,292.189806547619,1.468110119047651
washington,2010,8,2010-08,292.21666666666664,291.27175595238094,0.9449107142856974
washington,2010,9,2010-09,287.44458333333336,286.9923363095238,0.45224702380954795
washington,2010,10,2010-10,279.80041666666665,281.9270684523809,-2.126651785714273
washington,2010,11,2010-11,277.6991666666667,276.1007886904762,1.598377976190534
washington,2010,12,2010-12,269.76208333333335,272.1713392857143,-2.4092559523809314
washington,2011,1,2011-01,273.8475,271.98311011904764,1.8643898809523876
washington,2011,2,2011-02,275.32166666666666,273.18596726190475,2.1356994047619082
washington,2011,3,2011-03,281.41,276.71316964285717,4.696830357142858
washington,2011,4,2011-04,281.82291666666663,280.24651785714286,1.5763988095237664
washington,2011,5,2011-05,285.9870833333334,285.1485863095238,0.8384970238095661
washington,2011,6,2011-06,287.86125,289.0886458333333,-1.2273958333333326
washington,2011,7,2011-07,289.71416666666664,292.189806547619,-2.4756398809523716
washington,2011,8,2011-08,293.42541666666665,291.27175595238094,2.1536607142857065
washington,2011,9,2011-09,288.94250000000005,286.9923363095238,1.950163690476245
washington,2011,10,2011-10,283.9529166666667,281.9270684523809,2.025848214285759
washington,2011,11,2011-11,278.68083333333334,276.1007886904762,2.5800446428571604
washington,2011,12,2011-12,274.4529166666667,272.1713392857143,2.281577380952399
washington,2012,1,2012-01,267.30333333333334,271.98311011904764,-4.679776785714296
washington,2012,2,2012-02,272.7920833333333,273.18596726190475,-0.3938839285714266
washington,2012,3,2012-03,275.9379166666667,276.71316964285717,-0.7752529761904725
washington,2012,4,2012-04,280.34666666666664,280.24651785714286,0.10014880952377325
washington,2012,5,2012-05,283.62166666666667,285.1485863095238,-1.5269196428571377
washington,2012,6,2012-06,288.3183333333333,289.0886458333333,-0.7703124999999886
washington,2012,7,2012-07,294.34125,292.189806547619,2.151443452380988
washington,2012,8,2012-08,291.10791666666665,291.27175595238094,-0.16383928571428896
washington,2012,9,2012-09,285.77458333333334,286.9923363095238,-1.217752976190468
washington,2012,10,2012-10,283.98499999999996,281.9270684523809,2.0579315476190345
washington,2012,11,2012-11,275.0925,276.1007886904762,-1.0082886904762063
washington,2012,12,2012-12,272.78458333333333,272.1713392857143,0.6132440476190482
washington,2013,1,2013-01,269.35375,271.98311011904764,-2.6293601190476465
washington,2013,2,2013-02,276.08750000000003,273.18596726190475,2.901532738095284
washington,2013,3,2013-03,277.9166666666667,276.71316964285717,1.2034970238095184
washington,2013,4,2013-04,279.17125,280.24651785714286,-1.075267857142876
washington,2013,5,2013-05,284.9995833333333,285.1485863095238,-0.14900297619050207
washington,2013,6,2013-06,289.44875,289.0886458333333,0.36010416666670153
washington,2013,7,2013-07,294.50666666666666,292.189806547619,2.3168601190476465
washington,2013,8,2013-08,293.1720833333333,291.27175595238094,1.9003273809523762
washington,2013,9,2013-09,288.18458333333336,286.9923363095238,1.192247023809557
washington,2013,10,2013-10,283.3208333333334,281.9270684523809,1.3937648809524603
washington,2013,11,2013-11,274.14958333333334,276.1007886904762,-1.9512053571428396
washington,2013,12,2013-12,274.78625000000005,272.1713392857143,2.61491071428577
washington,2014,1,2014-01,275.47541666666666,271.98311011904764,3.492306547619023
washington,2014,2,2014-02,277.665,273.18596726190475,4.47903273809527
washington,2014,3,2014-03,279.60125,276.71316964285717,2.888080357142826
washington,2014,4,2014-04,281.7733333333333,280.24651785714286,1.5268154761904498
washington,2014,5,2014-05,286.39833333333337,285.1485863095238,1.2497470238095616
washington,2014,6,2014-06,289.3320833333333,289.0886458333333,0.24343749999997044
washington,2014,7,2014-07,292.9483333333333,292.189806547619,0.7585267857143094
washington,2014,8,2014-08,290.00541666666663,291.27175595238094,-1.2663392857143094
washington,2014,9,2014-09,289.2033333333333,286.9923363095238,2.2109970238095116
washington,2014,10,2014-10,282.9141666666667,281.9270684523809,0.9870982142857656
washington,2014,11,2014-11,277.43291666666664,276.1007886904762,1.3321279761904634
washington,2014,12,2014-12,277.20625,272.1713392857143,5.034910714285729
