region,year,month,date,mean_temp_k,baseline_temp_k,anomaly_k
california,1987,1,1987-01,279.67252525252525,279.26447691197694,0.4080483405483051
california,1987,2,1987-02,281.42595959595957,280.67092712842714,0.7550324675324305
california,1987,3,1987-03,280.97222222222223,282.9097763347764,-1.937554112554153
california,1987,4,1987-04,283.5820202020202,284.76324675324673,-1.1812265512265299
california,1987,5,1987-05,287.86424242424243,288.496176046176,-0.6319336219335696
california,1987,6,1987-06,291.36474747474745,292.0353535353535,-0.670606060606076
california,1987,7,1987-07,295.5972727272727,295.3412626262626,0.2560101010100766
california,1987,8,1987-08,294.89353535353536,295.4138600288601,-0.5203246753247299
california,1987,9,1987-09,292.4359595959596,291.99627705627705,0.43968253968256477
california,1987,10,1987-10,286.8187878787879,288.1656240981241,-1.3468362193362395
california,1987,11,1987-11,279.8467676767676,283.1480158730159,-3.3012481962482525
california,1987,12,1987-12,278.5390909090909,279.46702741702745,-0.9279365079365789
california,1988,1,1988-01,279.2067676767677,279.26447691197694,-0.05770923520924498
california,1988,2,1988-02,278.75282828282826,280.67092712842714,-1.9180988455988768
california,1988,3,1988-03,277.8258585858586,282.9097763347764,-5.08391774891777
california,1988,4,1988-04,283.3393939393939,284.76324675324673,-1.4238528138528181
california,1988,5,1988-05,287.59131313131314,288.496176046176,-0.9048629148628606
california,1988,6,1988-06,291.0155555555556,292.0353535353535,-1.0197979797979428
california,1988,7,1988-07,294.43222222222226,295.3412626262626,-0.9090404040403541
california,1988,8,1988-08,294.0389898989899,295.4138600288601,-1.374870129870203
california,1988,9,1988-09,292.869595959596,291.99627705627705,0.8733189033189319
california,1988,10,1988-10,286.089898989899,288.1656240981241,-2.0757251082251287
california,1988,11,1988-11,283.5431313131313,283.1480158730159,0.39511544011543265
california,1988,12,1988-12,279.0935353535354,279.46702741702745,-0.37349206349205133
california,1989,1,1989-01,281.0047474747475,279.26447691197694,1.7402705627705473
california,1989,2,1989-02,283.53767676767677,280.67092712842714,2.866749639249633
california,1989,3,1989-03,282.6626262626263,282.9097763347764,-0.24715007215007745
california,1989,4,1989-04,285.77141414141414,284.76324675324673,1.0081673881674078
california,1989,5,1989-05,289.33494949494946,288.496176046176,0.838773448773452
california,1989,6,1989-06,293.02010101010103,292.0353535353535,0.9847474747475076
california,1989,7,1989-07,294.98757575757577,295.3412626262626,-0.3536868686868502
california,1989,8,1989-08,295.66262626262625,295.4138600288601,0.2487662337661618
california,1989,9,1989-09,291.15595959595964,291.99627705627705,-0.840317460317408
california,1989,10,1989-10,287.53020202020195,288.1656240981241,-0.6354220779221578
california,1989,11,1989-11,284.8459595959596,283.1480158730159,1.6979437229437053
california,1989,12,1989-12,281.67636363636365,279.46702741702745,2.209336219336194
california,1990,1,1990-01,282.28555555555556,279.26447691197694,3.021078643578619
california,1990,2,1990-02,282.8714141414141,280.67092712842714,2.2004870129869687
california,1990,3,1990-03,281.17161616161616,282.9097763347764,-1.7381601731602245
california,1990,4,1990-04,283.4957575757576,284.76324675324673,-1.2674891774891535
california,1990,5,1990-05,287.1538383838384,288.496176046176,-1.342337662337627
california,1990,6,1990-06,291.33313131313133,292.0353535353535,-0.7022222222221899
california,1990,7,1990-07,295.29737373737373,295.3412626262626,-0.04388888888888687
california,1990,8,1990-08,296.15666666666664,295.4138600288601,0.7428066378065523
california,1990,9,1990-09,291.68464646464645,291.99627705627705,-0.31163059163060325
california,1990,10,1990-10,287.62373737373736,288.1656240981241,-0.5418867243867567
california,1990,11,1990-11,283.72272727272724,283.1480158730159,0.5747113997113615
california,1990,12,1990-12,276.9480808080808,279.46702741702745,-2.518946608946635
california,1991,1,1991-01,277.2640404040404,279.26447691197694,-2.00043650793657
california,1991,2,1991-02,280.4480808080808,280.67092712842714,-0.22284632034632068
california,1991,3,1991-03,284.80474747474744,282.9097763347764,1.8949711399710623
california,1991,4,1991-04,284.58222222222224,284.76324675324673,-0.1810245310244909
california,1991,5,1991-05,287.09424242424245,288.496176046176,-1.4019336219335514
california,1991,6,1991-06,291.8720202020203,292.0353535353535,-0.16333333333324163
california,1991,7,1991-07,295.3369696969697,295.3412626262626,-0.004292929292944336
california,1991,8,1991-08,295.06828282828286,295.4138600288601,-0.34557720057722463
california,1991,9,1991-09,289.79808080808084,291.99627705627705,-2.1981962481962114
california,1991,10,1991-10,287.0588888888889,288.1656240981241,-1.1067352092352394
california,1991,11,1991-11,282.0248484848485,283.1480158730159,-1.12316738816736
