region,year,month,date,mean_temp_k,baseline_temp_k,anomaly_k
alaska,1987,1,1987-01,261.9782555282555,260.10726482976486,1.8709906984906297
alaska,1987,2,1987-02,250.59180589680588,259.9813684626185,-9.38956256581261
alaska,1987,3,1987-03,261.13497542997544,263.0726746226746,-1.9376991926991423
alaska,1987,4,1987-04,268.8691154791155,268.24544620919625,0.6236692699192758
alaska,1987,5,1987-05,277.3543366093366,275.3804865742366,1.9738500350999857
alaska,1987,6,1987-06,281.85116707616703,281.6220208845209,0.22914619164612304
alaska,1987,7,1987-07,283.5420515970516,283.75372016497016,-0.2116685679185366
alaska,1987,8,1987-08,282.5702334152334,282.6069138294138,-0.03668041418040957
alaska,1987,9,1987-09,277.7091891891892,279.28342883467883,-1.5742396454896266
alaska,1987,10,1987-10,270.2816461916462,272.58550895050894,-2.303862758862749
alaska,1987,11,1987-11,260.60111793611793,264.4479519129519,-3.8468339768339774
alaska,1987,12,1987-12,257.0443611793612,260.30967005967005,-3.265308880308851
alaska,1988,1,1988-01,259.4041400491401,260.10726482976486,-0.703124780624762
alaska,1988,2,1988-02,264.0041891891892,259.9813684626185,4.022820726570728
alaska,1988,3,1988-03,261.98883292383294,263.0726746226746,-1.0838416988416384
alaska,1988,4,1988-04,268.26441031941033,268.24544620919625,0.018964110214085395
alaska,1988,5,1988-05,274.01393120393124,275.3804865742366,-1.3665553703053774
alaska,1988,6,1988-06,281.06619164619167,281.6220208845209,-0.5558292383292383
alaska,1988,7,1988-07,282.96561425061424,283.75372016497016,-0.7881059143559241
alaska,1988,8,1988-08,281.4589066339067,282.6069138294138,-1.148007195507148
alaska,1988,9,1988-09,278.707972972973,279.28342883467883,-0.5754558617058478
alaska,1988,10,1988-10,272.43615479115476,272.58550895050894,-0.14935415935417495
alaska,1988,11,1988-11,263.1092997542998,264.4479519129519,-1.3386521586521098
alaska,1988,12,1988-12,258.8763882063882,260.30967005967005,-1.4332818532818692
alaska,1989,1,1989-01,260.18594594594595,260.10726482976486,0.07868111618108742
alaska,1989,2,1989-02,264.3546314496315,259.9813684626185,4.373262987012993
alaska,1989,3,1989-03,258.7821375921376,263.0726746226746,-4.290537030536996
alaska,1989,4,1989-04,263.2566339066339,268.24544620919625,-4.988812302562337
alaska,1989,5,1989-05,273.36509828009827,275.3804865742366,-2.015388294138347
alaska,1989,6,1989-06,280.36503685503686,281.6220208845209,-1.2569840294840446
alaska,1989,7,1989-07,282.17046683046686,283.75372016497016,-1.583253334503297
alaska,1989,8,1989-08,281.75991400491404,282.6069138294138,-0.8469998244997896
alaska,1989,9,1989-09,279.6150491400491,279.28342883467883,0.3316203053702793
alaska,1989,10,1989-10,269.0859459459459,272.58550895050894,-3.499563004563015
alaska,1989,11,1989-11,266.18995085995084,264.4479519129519,1.7419989469989332
alaska,1989,12,1989-12,262.84202702702703,260.30967005967005,2.532356967356975
alaska,1990,1,1990-01,259.73642506142505,260.10726482976486,-0.37083976833980614
alaska,1990,2,1990-02,260.2206756756757,259.9813684626185,0.23930721305720226
alaska,1990,3,1990-03,262.77683046683046,263.0726746226746,-0.29584415584412227
alaska,1990,4,1990-04,265.3533660933661,268.24544620919625,-2.89208011583014
alaska,1990,5,1990-05,274.81245700245705,275.3804865742366,-0.5680295717795616
alaska,1990,6,1990-06,281.0291154791155,281.6220208845209,-0.5929054054054177
alaska,1990,7,1990-07,282.50963144963146,283.75372016497016,-1.2440887153387052
alaska,1990,8,1990-08,281.1194471744472,282.6069138294138,-1.4874666549666244
alaska,1990,9,1990-09,279.26842751842753,279.28342883467883,-0.015001316251300523
alaska,1990,10,1990-10,274.14127764127767,272.58550895050894,1.5557686907687298
alaska,1990,11,1990-11,267.7087469287469,264.4479519129519,3.260795015794997
alaska,1990,12,1990-12,257.487972972973,260.30967005967005,-2.8216970866970428
alaska,1991,1,1991-01,258.1283906633907,260.10726482976486,-1.978874166374169
alaska,1991,2,1991-02,263.4852702702703,259.9813684626185,3.5039018076518005
alaska,1991,3,1991-03,262.03190417690416,263.0726746226746,-1.0407704457704199
alaska,1991,4,1991-04,270.6019533169533,268.24544620919625,2.356507107757068
alaska,1991,5,1991-05,273.1881695331695,275.3804865742366,-2.192317041067099
alaska,1991,6,1991-06,281.4987837837838,281.6220208845209,-0.12323710073712846
alaska,1991,7,1991-07,284.4517567567567,283.75372016497016,0.698036591786547
alaska,1991,8,1991-08,283.5228378378378,282.6069138294138,0.9159240084239855
alaska,1991,9,1991-09,279.6939557739558,279.28342883467883,0.4105269392769628
alaska,1991,10,1991-10,269.8046068796069,272.58550895050894,-2.780902070902016
alaska,1991,11,1991-11,261.9474078624079,264.4479519129519,-2.500544050544022
alaska,1991,12,1991-12,258.1706756756757,260.30967005967005,-2.1389943839943726
alaska,1992,1,1992-01,260.83207616707614,260.10726482976486,0.7248113373112801
alaska,1992,2,1992-02,261.34754299754303,259.9813684626185,1.3661745349245393
alaska,1992,3,1992-03,267.65803439803443,263.0726746226746,4.585359775359848
alaska,1992,4,1992-04,269.4559705159705,268.24544620919625,1.2105243067742322
alaska,1992,5,1992-05,275.1338820638821,275.3804865742366,-0.2466045103545298
alaska,1992,6,1992-06,280.6069901719902,281.6220208845209,-1.015030712530688
alaska,1992,7,1992-07,281.57710073710075,283.75372016497016,-2.1766194278694115
alaska,1992,8,1992-08,282.6569778869779,282.6069138294138,0.05006405756410004
alaska,1992,9,1992-09,279.31093366093364,279.28342883467883,0.027504826254812542
alaska,1992,10,1992-10,273.42782555282554,272.58550895050894,0.8423166023166004
alaska,1992,11,1992-11,261.2778746928747,264.4479519129519,-3.1700772200771894
alaska,1992,12,1992-12,256.0011425061425,260.30967005967005,-4.30852755352754
alaska,1993,1,1993-01,261.6480343980344,260.10726482976486,1.5407695682695248
alaska,1993,2,1993-02,259.2220761670762,259.9813684626185,-0.7592922955423091
alaska,1993,3,1993-03,258.0962285012285,263.0726746226746,-4.976446121446088
alaska,1993,4,1993-04,268.47211302211304,268.24544620919625,0.2266668129167897
alaska,1993,5,1993-05,275.0173341523342,275.3804865742366,-0.36315242190244135
alaska,1993,6,1993-06,281.1040663390664,281.6220208845209,-0.5179545454545291
alaska,1993,7,1993-07,282.24432432432434,283.75372016497016,-1.5093958406458228
alaska,1993,8,1993-08,282.52977886977885,282.6069138294138,-0.07713495963497508
alaska,1993,9,1993-09,279.1896683046683,279.28342883467883,-0.09376053001051332
alaska,1993,10,1993-10,275.81652334152335,272.58550895050894,3.231014391014412
alaska,1993,11,1993-11,266.3408108108108,264.4479519129519,1.8928588978589005
alaska,1993,12,1993-12,260.7279361179361,260.30967005967005,0.418266058266056
alaska,1994,1,1994-01,260.8944594594595,260.10726482976486,0.7871946296946248
alaska,1994,2,1994-02,259.10119164619164,259.9813684626185,-0.8801768164268537
alaska,1994,3,1994-03,265.93641277641274,263.0726746226746,2.8637381537381543
alaska,1994,4,1994-04,270.3971375921376,268.24544620919625,2.151691382941351
alaska,1994,5,1994-05,276.1054054054054,275.3804865742366,0.7249188311687931
alaska,1994,6,1994-06,281.7776167076167,281.6220208845209,0.1555958230957799
alaska,1994,7,1994-07,284.01594594594593,283.75372016497016,0.26222578097576843
alaska,1994,8,1994-08,282.3481572481573,282.6069138294138,-0.25875658125653445
alaska,1994,9,1994-09,278.9426781326781,279.28342883467883,-0.3407507020007188
alaska,1994,10,1994-10,273.75567567567566,272.58550895050894,1.1701667251667232
alaska,1994,11,1994-11,262.577457002457,264.4479519129519,-1.8704949104949264
alaska,1994,12,1994-12,255.6162653562654,260.30967005967005,-4.693404703404667
alaska,1995,1,1995-01,255.2827027027027,260.10726482976486,-4.8245621270621655
alaska,1995,2,1995-02,255.28308353808353,259.9813684626185,-4.69828492453496
alaska,1995,3,1995-03,264.50054054054056,263.0726746226746,1.4278659178659723
alaska,1995,4,1995-04,267.54938574938575,268.24544620919625,-0.6960604598104965
alaska,1995,5,1995-05,276.3705036855037,275.3804865742366,0.9900171112670932
alaska,1995,6,1995-06,280.96943488943486,281.6220208845209,-0.6525859950860422
alaska,1995,7,1995-07,283.068746928747,283.75372016497016,-0.6849732362231862
alaska,1995,8,1995-08,281.6130712530712,282.6069138294138,-0.9938425763426153
alaska,1995,9,1995-09,277.8428624078624,279.28342883467883,-1.4405664268164173
alaska,1995,10,1995-10,270.5997665847666,272.58550895050894,-1.9857423657423396
alaska,1995,11,1995-11,261.1541646191646,264.4479519129519,-3.293787293787318
alaska,1995,12,1995-12,255.8441031941032,260.30967005967005,-4.465566865566842
alaska,1996,1,1996-01,256.6939680589681,260.10726482976486,-3.4132967707967623
alaska,1996,2,1996-02,256.0311547911548,259.9813684626185,-3.9502136714637004
alaska,1996,3,1996-03,261.57701474201474,263.0726746226746,-1.4956598806598436
alaska,1996,4,1996-04,266.89627764127766,268.24544620919625,-1.349168567918582
alaska,1996,5,1996-05,272.5881326781327,275.3804865742366,-2.7923538961039185
alaska,1996,6,1996-06,281.075171990172,281.6220208845209,-0.5468488943488978
alaska,1996,7,1996-07,283.580257985258,283.75372016497016,-0.17346217971214628
alaska,1996,8,1996-08,281.6400737100737,282.6069138294138,-0.9668401193401337
alaska,1996,9,1996-09,277.2414742014742,279.28342883467883,-2.0419546332046252
alaska,1996,10,1996-10,270.8776167076167,272.58550895050894,-1.7078922428922283
alaska,1996,11,1996-11,265.4106019656019,264.4479519129519,0.9626500526500195
alaska,1996,12,1996-12,256.54195331695337,260.30967005967005,-3.7677167427166864
alaska,1997,1,1997-01,260.0001842751842,260.10726482976486,-0.10708055458064791
alaska,1997,2,1997-02,260.36437346437344,259.9813684626185,0.38300500175495245
alaska,1997,3,1997-03,262.6257493857494,263.0726746226746,-0.44692523692521036
alaska,1997,4,1997-04,269.29315724815723,268.24544620919625,1.0477110389609834
alaska,1997,5,1997-05,275.5611425061425,275.3804865742366,0.18065593190590334
alaska,1997,6,1997-06,280.7893488943489,281.6220208845209,-0.8326719901720026
alaska,1997,7,1997-07,283.62283783783784,283.75372016497016,-0.13088232713232628
alaska,1997,8,1997-08,283.34000000000003,282.6069138294138,0.7330861705862048
alaska,1997,9,1997-09,280.79095823095827,279.28342883467883,1.5075293962794376
alaska,1997,10,1997-10,272.4399262899263,272.58550895050894,-0.14558266058264735
alaska,1997,11,1997-11,262.3553194103194,264.4479519129519,-2.0926325026325117
alaska,1997,12,1997-12,261.9798402948403,260.30967005967005,1.6701702351702465
alaska,1998,1,1998-01,256.50674447174447,260.10726482976486,-3.6005203580203897
alaska,1998,2,1998-02,258.84616707616703,259.9813684626185,-1.135201386451456
alaska,1998,3,1998-03,262.59232186732186,263.0726746226746,-0.48035275535272604
alaska,1998,4,1998-04,269.3903931203931,268.24544620919625,1.1449469111968824
alaska,1998,5,1998-05,275.9380221130221,275.3804865742366,0.557535538785487
alaska,1998,6,1998-06,281.39062653562655,281.6220208845209,-0.23139434889435506
alaska,1998,7,1998-07,284.8642751842752,283.75372016497016,1.1105550193050249
alaska,1998,8,1998-08,282.11039312039316,282.6069138294138,-0.4965207090206718
alaska,1998,9,1998-09,279.38814496314495,279.28342883467883,0.10471612846612288
alaska,1998,10,1998-10,271.4404054054054,272.58550895050894,-1.1451035451035523
alaska,1998,11,1998-11,263.7658476658477,264.4479519129519,-0.6821042471042347
alaska,1998,12,1998-12,264.19792383292383,260.30967005967005,3.88825377325378
alaska,1999,1,1999-01,258.7974324324324,260.10726482976486,-1.3098323973324568
alaska,1999,2,1999-02,254.83889434889434,259.9813684626185,-5.142474113724148
alaska,1999,3,1999-03,262.94093366093364,263.0726746226746,-0.1317409617409453
alaska,1999,4,1999-04,269.0521744471744,268.24544620919625,0.8067282379781773
alaska,1999,5,1999-05,274.9682800982801,275.3804865742366,-0.41220647595650917
alaska,1999,6,1999-06,282.3103562653563,281.6220208845209,0.6883353808353831
alaska,1999,7,1999-07,283.459742014742,283.75372016497016,-0.2939781502281562
alaska,1999,8,1999-08,284.0510933660933,282.6069138294138,1.444179536679485
alaska,1999,9,1999-09,278.9109705159705,279.28342883467883,-0.37245831870831125
alaska,1999,10,1999-10,274.1529852579852,272.58550895050894,1.5674763074762836
alaska,1999,11,1999-11,267.7394226044226,264.4479519129519,3.2914706914706926
alaska,1999,12,1999-12,258.3034398034398,260.30967005967005,-2.0062302562302534
alaska,2000,1,2000-01,263.35212530712533,260.10726482976486,3.2448604773604757
alaska,2000,2,2000-02,260.3021621621622,259.9813684626185,0.3207936995436853
alaska,2000,3,2000-03,260.05877149877153,263.0726746226746,-3.0139031239030487
alaska,2000,4,2000-04,266.36837837837834,268.24544620919625,-1.8770678308179072
alaska,2000,5,2000-05,273.7028255528255,275.3804865742366,-1.6776610214110974
alaska,2000,6,2000-06,280.49542997543,281.6220208845209,-1.1265909090909076
alaska,2000,7,2000-07,282.7375061425061,283.75372016497016,-1.0162140224640552
alaska,2000,8,2000-08,281.5924447174447,282.6069138294138,-1.014469111969106
alaska,2000,9,2000-09,278.0623218673219,279.28342883467883,-1.2211069673569455
alaska,2000,10,2000-10,268.56335380835384,272.58550895050894,-4.0221551421551
alaska,2000,11,2000-11,264.93356265356266,264.4479519129519,0.4856107406107526
alaska,2000,12,2000-12,257.54169533169534,260.30967005967005,-2.7679747279747176
alaska,2001,1,2001-01,263.3463267813268,260.10726482976486,3.2390619515619505
alaska,2001,2,2001-02,264.1652334152334,259.9813684626185,4.183864952614897
alaska,2001,3,2001-03,265.32949631449634,263.0726746226746,2.256821691821756
alaska,2001,4,2001-04,268.8377886977887,268.24544620919625,0.5923424885924646
alaska,2001,5,2001-05,275.84915233415234,275.3804865742366,0.4686657599157229
alaska,2001,6,2001-06,281.90269041769045,281.6220208845209,0.2806695331695437
alaska,2001,7,2001-07,283.3072235872236,283.75372016497016,-0.44649657774658635
alaska,2001,8,2001-08,282.0107248157248,282.6069138294138,-0.5961890136890133
