lat,lon,tas_k,dtas_k_per_mo
-59.842934,-170.0,275.76,-0.45
-59.842934,-168.75,275.67,-0.44
-59.842934,-167.5,275.58,-0.44
-59.842934,-166.25,275.48,-0.47
-59.842934,-165.0,275.37,-0.5
-59.842934,-163.75,275.23,-0.55
-59.842934,-162.5,275.09,-0.6
-59.842934,-161.25,274.93,-0.67
-59.842934,-160.0,274.77,-0.73
-59.842934,-158.75,274.59,-0.78
-59.842934,-157.5,274.39,-0.85
-59.842934,-156.25,274.2,-0.91
-59.842934,-155.0,274.02,-1.0
-59.842934,-153.75,273.88,-1.05
-59.842934,-152.5,273.81,-1.07
-59.842934,-151.25,273.79,-1.07
-59.842934,-150.0,273.78,-1.08
-59.842934,-148.75,273.75,-1.1
-59.842934,-147.5,273.73,-1.16
-59.842934,-146.25,273.74,-1.2
-59.842934,-145.0,273.78,-1.23
-59.842934,-143.75,273.85,-1.24
-59.842934,-142.5,273.93,-1.25
-59.842934,-141.25,274.02,-1.23
-59.842934,-140.0,274.11,-1.22
-59.842934,-138.75,274.21,-1.19
-59.842934,-137.5,274.31,-1.18
-59.842934,-136.25,274.42,-1.16
-59.842934,-135.0,274.53,-1.15
-59.842934,-133.75,274.65,-1.11
-59.842934,-132.5,274.78,-1.07
-59.842934,-131.25,274.91,-1.01
-59.842934,-130.0,275.03,-0.96
-59.842934,-128.75,275.14,-0.92
-59.842934,-127.5,275.21,-0.93
-59.842934,-126.25,275.27,-0.96
-59.842934,-125.0,275.32,-0.99
-59.842934,-123.75,275.41,-1.01
-59.842934,-122.5,275.51,-1.01
-59.842934,-121.25,275.63,-0.97
-59.842934,-120.0,275.72,-0.94
-59.842934,-118.75,275.8,-0.9
-59.842934,-117.5,275.88,-0.86
-59.842934,-116.25,275.95,-0.82
-59.842934,-115.0,276.03,-0.78
-59.842934,-113.75,276.11,-0.74
-59.842934,-112.5,276.23,-0.68
-59.842934,-111.25,276.33,-0.64
-59.842934,-110.0,276.41,-0.61
-59.842934,-108.75,276.5,-0.58
-59.842934,-107.5,276.57,-0.56
-59.842934,-106.25,276.63,-0.54
-59.842934,-105.0,276.67,-0.53
-59.842934,-103.75,276.7,-0.52
-59.842934,-102.5,276.74,-0.51
-59.842934,-101.25,276.78,-0.48
-59.842934,-100.0,276.83,-0.45
-59.842934,-98.75,276.89,-0.41
-59.842934,-97.5,276.93,-0.39
-59.842934,-96.25,276.96,-0.4
-59.842934,-95.0,276.97,-0.42
-59.842934,-93.75,276.97,-0.47
-59.842934,-92.5,276.95,-0.53
-59.842934,-91.25,276.94,-0.58
-59.842934,-90.0,276.96,-0.63
-59.842934,-88.75,276.95,-0.68
-59.842934,-87.5,276.96,-0.7
-59.842934,-86.25,276.97,-0.72
-59.842934,-85.0,276.98,-0.73
-59.842934,-83.75,277.0,-0.72
-59.842934,-82.5,276.99,-0.73
-59.842934,-81.25,276.97,-0.76
-59.842934,-80.0,276.94,-0.8
-59.842934,-78.75,276.9,-0.88
-59.842934,-77.5,276.86,-0.96
-59.842934,-76.25,276.8,-1.03
-59.842934,-75.0,276.7,-1.1
-59.842934,-73.75,276.56,-1.17
-59.842934,-72.5,276.38,-1.25
-59.842934,-71.25,276.18,-1.34
-59.842934,-70.0,275.9,-1.45
-59.842934,-68.75,275.49,-1.54
-59.842934,-67.5,274.98,-1.63
-59.842934,-66.25,274.71,-1.63
-59.842934,-65.0,274.54,-1.68
-59.842934,-63.75,274.47,-1.75
-59.842934,-62.5,274.44,-1.8
-59.842934,-61.25,274.38,-1.86
-59.842934,-60.0,274.26,-1.93
-59.842934,-58.75,274.08,-1.96
-59.842934,-57.5,273.81,-2.01
-59.842934,-56.25,273.51,-2.05
-59.842934,-55.0,273.32,-2.06
-59.842934,-53.75,273.18,-2.1
-59.842934,-52.5,273.08,-2.17
-59.842934,-51.25,273.02,-2.21
-59.842934,-50.0,272.98,-2.22
-59.842934,-48.75,272.94,-2.14
-59.842934,-47.5,272.9,-2.04
-59.842934,-46.25,272.87,-1.94
-59.842934,-45.0,272.85,-1.88
-59.842934,-43.75,272.77,-1.91
-59.842934,-42.5,272.65,-1.95
-59.842934,-41.25,272.5,-1.98
-59.842934,-40.0,272.36,-2.03
-59.842934,-38.75,272.21,-2.09
-59.842934,-37.5,272.07,-2.13
-59.842934,-36.25,271.93,-2.2
-59.842934,-35.0,271.78,-2.26
-59.842934,-33.75,271.64,-2.32
-59.842934,-32.5,271.53,-2.36
-59.842934,-31.25,271.42,-2.4
-59.842934,-30.0,271.32,-2.46
-58.900524,-170.0,276.61,-0.44
-58.900524,-168.75,276.51,-0.44
-58.900524,-167.5,276.42,-0.44
-58.900524,-166.25,276.32,-0.44
-58.900524,-165.0,276.2,-0.47
-58.900524,-163.75,276.05,-0.51
-58.900524,-162.5,275.89,-0.57
-58.900524,-161.25,275.73,-0.62
-58.900524,-160.0,275.56,-0.67
-58.900524,-158.75,275.38,-0.72
-58.900524,-157.5,275.17,-0.77
-58.900524,-156.25,274.95,-0.86
-58.900524,-155.0,274.73,-0.94
-58.900524,-153.75,274.55,-1.01
-58.900524,-152.5,274.44,-1.06
-58.900524,-151.25,274.38,-1.08
-58.900524,-150.0,274.34,-1.1
-58.900524,-148.75,274.33,-1.13
-58.900524,-147.5,274.32,-1.17
-58.900524,-146.25,274.33,-1.22
-58.900524,-145.0,274.36,-1.25
-58.900524,-143.75,274.4,-1.28
-58.900524,-142.5,274.45,-1.3
-58.900524,-141.25,274.5,-1.31
-58.900524,-140.0,274.55,-1.31
-58.900524,-138.75,274.61,-1.32
-58.900524,-137.5,274.68,-1.31
-58.900524,-136.25,274.77,-1.29
-58.900524,-135.0,274.87,-1.26
-58.900524,-133.75,275.0,-1.22
-58.900524,-132.5,275.15,-1.15
-58.900524,-131.25,275.3,-1.11
-58.900524,-130.0,275.45,-1.06
-58.900524,-128.75,275.57,-1.04
-58.900524,-127.5,275.66,-1.05
-58.900524,-126.25,275.74,-1.06
-58.900524,-125.0,275.8,-1.08
-58.900524,-123.75,275.89,-1.08
-58.900524,-122.5,276.0,-1.05
-58.900524,-121.25,276.12,-0.99
-58.900524,-120.0,276.21,-0.94
-58.900524,-118.75,276.27,-0.9
-58.900524,-117.5,276.32,-0.86
-58.900524,-116.25,276.36,-0.83
-58.900524,-115.0,276.41,-0.8
-58.900524,-113.75,276.51,-0.73
-58.900524,-112.5,276.62,-0.68
-58.900524,-111.25,276.76,-0.61
-58.900524,-110.0,276.86,-0.58
-58.900524,-108.75,276.94,-0.56
-58.900524,-107.5,277.0,-0.56
-58.900524,-106.25,277.05,-0.55
-58.900524,-105.0,277.09,-0.55
-58.900524,-103.75,277.11,-0.54
-58.900524,-102.5,277.13,-0.54
-58.900524,-101.25,277.16,-0.54
-58.900524,-100.0,277.22,-0.48
-58.900524,-98.75,277.29,-0.44
-58.900524,-97.5,277.34,-0.42
-58.900524,-96.25,277.37,-0.43
-58.900524,-95.0,277.38,-0.47
-58.900524,-93.75,277.36,-0.54
-58.900524,-92.5,277.35,-0.61
-58.900524,-91.25,277.36,-0.65
-58.900524,-90.0,277.39,-0.66
-58.900524,-88.75,277.38,-0.71
-58.900524,-87.5,277.36,-0.74
