lat,lon,tas_k,dtas_k_per_mo
-59.842934,-170.0,274.33,0.7
-59.842934,-168.75,274.26,0.7
-59.842934,-167.5,274.22,0.7
-59.842934,-166.25,274.13,0.68
-59.842934,-165.0,274.04,0.68
-59.842934,-163.75,273.93,0.68
-59.842934,-162.5,273.81,0.69
-59.842934,-161.25,273.69,0.71
-59.842934,-160.0,273.58,0.75
-59.842934,-158.75,273.44,0.75
-59.842934,-157.5,273.3,0.76
-59.842934,-156.25,273.14,0.77
-59.842934,-155.0,273.0,0.78
-59.842934,-153.75,272.9,0.83
-59.842934,-152.5,272.83,0.87
-59.842934,-151.25,272.78,0.91
-59.842934,-150.0,272.75,0.97
-59.842934,-148.75,272.74,1.02
-59.842934,-147.5,272.72,1.08
-59.842934,-146.25,272.72,1.14
-59.842934,-145.0,272.78,1.21
-59.842934,-143.75,272.87,1.28
-59.842934,-142.5,272.98,1.33
-59.842934,-141.25,273.11,1.35
-59.842934,-140.0,273.25,1.36
-59.842934,-138.75,273.39,1.34
-59.842934,-137.5,273.52,1.31
-59.842934,-136.25,273.64,1.27
-59.842934,-135.0,273.77,1.24
-59.842934,-133.75,273.9,1.2
-59.842934,-132.5,274.03,1.17
-59.842934,-131.25,274.15,1.14
-59.842934,-130.0,274.27,1.11
-59.842934,-128.75,274.4,1.09
-59.842934,-127.5,274.52,1.08
-59.842934,-126.25,274.61,1.05
-59.842934,-125.0,274.68,1.06
-59.842934,-123.75,274.72,1.05
-59.842934,-122.5,274.73,1.02
-59.842934,-121.25,274.73,0.98
-59.842934,-120.0,274.73,0.93
-59.842934,-118.75,274.72,0.9
-59.842934,-117.5,274.72,0.9
-59.842934,-116.25,274.72,0.9
-59.842934,-115.0,274.72,0.89
-59.842934,-113.75,274.74,0.88
-59.842934,-112.5,274.77,0.87
-59.842934,-111.25,274.81,0.87
-59.842934,-110.0,274.85,0.85
-59.842934,-108.75,274.89,0.83
-59.842934,-107.5,274.93,0.81
-59.842934,-106.25,274.97,0.79
-59.842934,-105.0,275.0,0.77
-59.842934,-103.75,275.03,0.74
-59.842934,-102.5,275.06,0.68
-59.842934,-101.25,275.11,0.64
-59.842934,-100.0,275.15,0.59
-59.842934,-98.75,275.16,0.52
-59.842934,-97.5,275.16,0.46
-59.842934,-96.25,275.15,0.41
-59.842934,-95.0,275.14,0.38
-59.842934,-93.75,275.15,0.34
-59.842934,-92.5,275.18,0.33
-59.842934,-91.25,275.23,0.31
-59.842934,-90.0,275.29,0.3
-59.842934,-88.75,275.33,0.31
-59.842934,-87.5,275.34,0.32
-59.842934,-86.25,275.36,0.35
-59.842934,-85.0,275.37,0.38
-59.842934,-83.75,275.38,0.43
-59.842934,-82.5,275.39,0.47
-59.842934,-81.25,275.41,0.52
-59.842934,-80.0,275.42,0.58
-59.842934,-78.75,275.44,0.65
-59.842934,-77.5,275.45,0.69
-59.842934,-76.25,275.45,0.74
-59.842934,-75.0,275.42,0.77
-59.842934,-73.75,275.35,0.79
-59.842934,-72.5,275.26,0.8
-59.842934,-71.25,275.15,0.8
-59.842934,-70.0,274.97,0.79
-59.842934,-68.75,274.72,0.79
-59.842934,-67.5,274.47,0.8
-59.842934,-66.25,274.35,0.8
-59.842934,-65.0,274.29,0.81
-59.842934,-63.75,274.3,0.83
-59.842934,-62.5,274.38,0.85
-59.842934,-61.25,274.48,0.89
-59.842934,-60.0,274.55,0.94
-59.842934,-58.75,274.59,0.99
-59.842934,-57.5,274.56,1.03
-59.842934,-56.25,274.49,1.05
-59.842934,-55.0,274.43,1.09
-59.842934,-53.75,274.39,1.14
-59.842934,-52.5,274.36,1.18
-59.842934,-51.25,274.33,1.22
-59.842934,-50.0,274.29,1.26
-59.842934,-48.75,274.21,1.28
-59.842934,-47.5,274.08,1.29
-59.842934,-46.25,273.93,1.29
-59.842934,-45.0,273.81,1.29
-59.842934,-43.75,273.72,1.28
-59.842934,-42.5,273.64,1.29
-59.842934,-41.25,273.57,1.31
-59.842934,-40.0,273.5,1.33
-59.842934,-38.75,273.43,1.34
-59.842934,-37.5,273.33,1.36
-59.842934,-36.25,273.22,1.35
-59.842934,-35.0,273.11,1.36
-59.842934,-33.75,272.98,1.4
-59.842934,-32.5,272.89,1.54
-59.842934,-31.25,272.8,1.75
-59.842934,-30.0,272.72,2.05
-58.900524,-170.0,275.13,0.68
-58.900524,-168.75,275.06,0.69
-58.900524,-167.5,275.0,0.68
-58.900524,-166.25,274.91,0.65
-58.900524,-165.0,274.81,0.64
-58.900524,-163.75,274.69,0.65
-58.900524,-162.5,274.56,0.65
-58.900524,-161.25,274.42,0.67
-58.900524,-160.0,274.29,0.71
-58.900524,-158.75,274.15,0.74
-58.900524,-157.5,273.99,0.76
-58.900524,-156.25,273.82,0.78
-58.900524,-155.0,273.64,0.79
-58.900524,-153.75,273.5,0.83
-58.900524,-152.5,273.39,0.85
-58.900524,-151.25,273.33,0.89
-58.900524,-150.0,273.3,0.93
-58.900524,-148.75,273.3,0.96
-58.900524,-147.5,273.31,1.01
-58.900524,-146.25,273.36,1.05
-58.900524,-145.0,273.44,1.09
-58.900524,-143.75,273.54,1.13
-58.900524,-142.5,273.65,1.16
-58.900524,-141.25,273.76,1.19
-58.900524,-140.0,273.87,1.2
-58.900524,-138.75,273.95,1.2
-58.900524,-137.5,274.03,1.18
-58.900524,-136.25,274.11,1.15
-58.900524,-135.0,274.24,1.13
-58.900524,-133.75,274.38,1.11
-58.900524,-132.5,274.53,1.1
-58.900524,-131.25,274.68,1.09
-58.900524,-130.0,274.83,1.08
-58.900524,-128.75,274.99,1.08
-58.900524,-127.5,275.12,1.07
-58.900524,-126.25,275.22,1.04
-58.900524,-125.0,275.28,1.01
-58.900524,-123.75,275.29,0.96
-58.900524,-122.5,275.28,0.93
-58.900524,-121.25,275.28,0.9
-58.900524,-120.0,275.27,0.86
-58.900524,-118.75,275.25,0.83
-58.900524,-117.5,275.23,0.82
-58.900524,-116.25,275.22,0.82
-58.900524,-115.0,275.21,0.81
-58.900524,-113.75,275.21,0.8
-58.900524,-112.5,275.24,0.79
-58.900524,-111.25,275.29,0.79
-58.900524,-110.0,275.35,0.79
-58.900524,-108.75,275.41,0.79
-58.900524,-107.5,275.48,0.79
-58.900524,-106.25,275.53,0.77
-58.900524,-105.0,275.58,0.75
-58.900524,-103.75,275.61,0.72
-58.900524,-102.5,275.63,0.67
-58.900524,-101.25,275.66,0.62
-58.900524,-100.0,275.7,0.55
-58.900524,-98.75,275.72,0.49
-58.900524,-97.5,275.73,0.44
-58.900524,-96.25,275.72,0.4
-58.900524,-95.0,275.72,0.37
-58.900524,-93.75,275.73,0.35
-58.900524,-92.5,275.77,0.35
-58.900524,-91.25,275.83,0.35
-58.900524,-90.0,275.9,0.36
-58.900524,-88.75,275.94,0.38
-58.900524,-87.5,275.96,0.4
-58.900524,-86.25,275.97,0.42
-58.900524,-85.0,275.98,0.44
-58.900524,-83.75,275.99,0.47
-58.900524,-82.5,276.0,0.49
-58.900524,-81.25,276.02,0.54
-58.900524,-80.0,276.04,0.59
-58.900524,-78.75,276.07,0.65
-58.900524,-77.5,276.09,0.69
-58.900524,-76.25,276.1,0.72
-58.900524,-75.0,276.08,0.73
-58.900524,-73.75,276.05,0.73
-58.900524,-72.5,276.0,0.73
-58.900524,-71.25,275.92,0.72
-58.900524,-70.0,275.81,0.72
-58.900524,-68.75,275.61,0.73
-58.900524,-67.5,275.35,0.75
-58.900524,-66.25,275.16,0.77
-58.900524,-65.0,275.07,0.81
-58.900524,-63.75,275.08,0.84
-58.900524,-62.5,275.2,0.87
-58.900524,-61.25,275.36,0.9
-58.900524,-60.0,275.47,0.94
-58.900524,-58.75,275.49,0.97
-58.900524,-57.5,275.46,1.0
-58.900524,-56.25,275.38,1.0
-58.900524,-55.0,275.32,1.03
-58.900524,-53.75,275.26,1.06
-58.900524,-52.5,275.2,1.09
-58.900524,-51.25,275.15,1.13
-58.900524,-50.0,275.09,1.17
-58.900524,-48.75,274.96,1.2
-58.900524,-47.5,274.76,1.22
-58.900524,-46.25,274.57,1.23
-58.900524,-45.0,274.43,1.24
-58.900524,-43.75,274.35,1.24
-58.900524,-42.5,274.28,1.25
-58.900524,-41.25,274.18,1.26
-58.900524,-40.0,274.06,1.27
-58.900524,-38.75,273.92,1.27
-58.900524,-37.5,273.77,1.27
-58.900524,-36.25,273.62,1.25
-58.900524,-35.0,273.49,1.24
-58.900524,-33.75,273.36,1.23
-58.900524,-32.5,273.29,1.27
-58.900524,-31.25,273.23,1.32
-58.900524,-30.0,273.18,1.42
-57.958115,-170.0,275.81,0.61
-57.958115,-168.75,275.74,0.62
-57.958115,-167.5,275.66,0.61
-57.958115,-166.25,275.59,0.6
-57.958115,-165.0,275.51,0.61
-57.958115,-163.75,275.4,0.62
-57.958115,-162.5,275.26,0.63
