lat,lon,tas_k,dtas_k_per_mo
-59.842934,-170.0,272.42,-0.23
-59.842934,-168.75,272.43,-0.21
-59.842934,-167.5,272.46,-0.2
-59.842934,-166.25,272.47,-0.19
-59.842934,-165.0,272.45,-0.2
-59.842934,-163.75,272.42,-0.2
-59.842934,-162.5,272.38,-0.19
-59.842934,-161.25,272.32,-0.17
-59.842934,-160.0,272.25,-0.16
-59.842934,-158.75,272.17,-0.14
-59.842934,-157.5,272.05,-0.13
-59.842934,-156.25,271.91,-0.12
-59.842934,-155.0,271.77,-0.1
-59.842934,-153.75,271.66,-0.05
-59.842934,-152.5,271.59,-0.01
-59.842934,-151.25,271.56,0.02
-59.842934,-150.0,271.55,0.04
-59.842934,-148.75,271.55,0.06
-59.842934,-147.5,271.58,0.08
-59.842934,-146.25,271.63,0.08
-59.842934,-145.0,271.69,0.06
-59.842934,-143.75,271.75,0.03
-59.842934,-142.5,271.82,0.0
-59.842934,-141.25,271.88,-0.04
-59.842934,-140.0,271.96,-0.08
-59.842934,-138.75,272.03,-0.12
-59.842934,-137.5,272.1,-0.18
-59.842934,-136.25,272.17,-0.25
-59.842934,-135.0,272.26,-0.3
-59.842934,-133.75,272.35,-0.36
-59.842934,-132.5,272.41,-0.43
-59.842934,-131.25,272.46,-0.51
-59.842934,-130.0,272.51,-0.59
-59.842934,-128.75,272.55,-0.67
-59.842934,-127.5,272.59,-0.75
-59.842934,-126.25,272.62,-0.82
-59.842934,-125.0,272.66,-0.86
-59.842934,-123.75,272.68,-0.89
-59.842934,-122.5,272.68,-0.93
-59.842934,-121.25,272.67,-0.96
-59.842934,-120.0,272.65,-1.0
-59.842934,-118.75,272.63,-1.03
-59.842934,-117.5,272.64,-1.06
-59.842934,-116.25,272.64,-1.08
-59.842934,-115.0,272.66,-1.08
-59.842934,-113.75,272.66,-1.09
-59.842934,-112.5,272.64,-1.13
-59.842934,-111.25,272.65,-1.15
-59.842934,-110.0,272.64,-1.17
-59.842934,-108.75,272.64,-1.18
-59.842934,-107.5,272.64,-1.16
-59.842934,-106.25,272.65,-1.14
-59.842934,-105.0,272.66,-1.12
-59.842934,-103.75,272.68,-1.09
-59.842934,-102.5,272.72,-1.05
-59.842934,-101.25,272.77,-1.0
-59.842934,-100.0,272.84,-0.95
-59.842934,-98.75,272.91,-0.89
-59.842934,-97.5,272.97,-0.83
-59.842934,-96.25,273.02,-0.77
-59.842934,-95.0,273.07,-0.72
-59.842934,-93.75,273.13,-0.65
-59.842934,-92.5,273.21,-0.57
-59.842934,-91.25,273.3,-0.48
-59.842934,-90.0,273.4,-0.39
-59.842934,-88.75,273.48,-0.31
-59.842934,-87.5,273.55,-0.24
-59.842934,-86.25,273.61,-0.18
-59.842934,-85.0,273.67,-0.14
-59.842934,-83.75,273.72,-0.1
-59.842934,-82.5,273.76,-0.06
-59.842934,-81.25,273.81,-0.01
-59.842934,-80.0,273.85,0.02
-59.842934,-78.75,273.91,0.05
-59.842934,-77.5,273.96,0.1
-59.842934,-76.25,274.0,0.16
-59.842934,-75.0,274.0,0.22
-59.842934,-73.75,273.96,0.3
-59.842934,-72.5,273.88,0.37
-59.842934,-71.25,273.76,0.4
-59.842934,-70.0,273.55,0.42
-59.842934,-68.75,273.22,0.45
-59.842934,-67.5,272.91,0.58
-59.842934,-66.25,272.77,0.75
-59.842934,-65.0,272.67,0.84
-59.842934,-63.75,272.64,0.89
-59.842934,-62.5,272.67,0.92
-59.842934,-61.25,272.72,0.93
-59.842934,-60.0,272.73,0.93
-59.842934,-58.75,272.68,0.94
-59.842934,-57.5,272.57,0.92
-59.842934,-56.25,272.37,0.84
-59.842934,-55.0,272.21,0.75
-59.842934,-53.75,272.07,0.66
-59.842934,-52.5,271.94,0.56
-59.842934,-51.25,271.81,0.47
-59.842934,-50.0,271.68,0.4
-59.842934,-48.75,271.52,0.35
-59.842934,-47.5,271.32,0.29
-59.842934,-46.25,271.09,0.2
-59.842934,-45.0,270.9,0.12
-59.842934,-43.75,270.73,0.05
-59.842934,-42.5,270.54,-0.02
-59.842934,-41.25,270.31,-0.12
-59.842934,-40.0,270.07,-0.22
-59.842934,-38.75,269.82,-0.33
-59.842934,-37.5,269.6,-0.4
-59.842934,-36.25,269.4,-0.44
-59.842934,-35.0,269.23,-0.43
-59.842934,-33.75,269.09,-0.39
-59.842934,-32.5,268.96,-0.37
-59.842934,-31.25,268.8,-0.37
-59.842934,-30.0,268.62,-0.39
-58.900524,-170.0,273.29,-0.14
-58.900524,-168.75,273.29,-0.15
-58.900524,-167.5,273.29,-0.16
-58.900524,-166.25,273.29,-0.16
-58.900524,-165.0,273.26,-0.17
-58.900524,-163.75,273.23,-0.17
-58.900524,-162.5,273.18,-0.15
-58.900524,-161.25,273.13,-0.14
-58.900524,-160.0,273.06,-0.14
-58.900524,-158.75,272.98,-0.12
-58.900524,-157.5,272.85,-0.13
-58.900524,-156.25,272.72,-0.11
-58.900524,-155.0,272.56,-0.09
-58.900524,-153.75,272.44,-0.05
-58.900524,-152.5,272.34,-0.01
-58.900524,-151.25,272.31,0.03
-58.900524,-150.0,272.31,0.05
-58.900524,-148.75,272.33,0.09
-58.900524,-147.5,272.38,0.12
-58.900524,-146.25,272.44,0.12
-58.900524,-145.0,272.5,0.11
-58.900524,-143.75,272.56,0.07
-58.900524,-142.5,272.61,0.02
-58.900524,-141.25,272.65,-0.03
-58.900524,-140.0,272.69,-0.07
-58.900524,-138.75,272.72,-0.11
-58.900524,-137.5,272.75,-0.16
-58.900524,-136.25,272.77,-0.22
-58.900524,-135.0,272.83,-0.28
-58.900524,-133.75,272.9,-0.33
-58.900524,-132.5,272.98,-0.38
-58.900524,-131.25,273.05,-0.44
-58.900524,-130.0,273.13,-0.49
-58.900524,-128.75,273.2,-0.54
-58.900524,-127.5,273.25,-0.6
-58.900524,-126.25,273.29,-0.66
-58.900524,-125.0,273.31,-0.71
-58.900524,-123.75,273.31,-0.76
-58.900524,-122.5,273.31,-0.8
-58.900524,-121.25,273.31,-0.85
-58.900524,-120.0,273.29,-0.9
-58.900524,-118.75,273.27,-0.95
