lat,lon,tas_k,dtas_k_per_mo
-59.842934,-170.0,275.74,-2.17
-59.842934,-168.75,275.74,-2.09
-59.842934,-167.5,275.74,-2.03
-59.842934,-166.25,275.74,-2.0
-59.842934,-165.0,275.72,-1.97
-59.842934,-163.75,275.69,-1.91
-59.842934,-162.5,275.66,-1.84
-59.842934,-161.25,275.63,-1.77
-59.842934,-160.0,275.59,-1.69
-59.842934,-158.75,275.54,-1.59
-59.842934,-157.5,275.48,-1.48
-59.842934,-156.25,275.4,-1.36
-59.842934,-155.0,275.31,-1.25
-59.842934,-153.75,275.26,-1.15
-59.842934,-152.5,275.26,-1.05
-59.842934,-151.25,275.27,-0.98
-59.842934,-150.0,275.3,-0.92
-59.842934,-148.75,275.36,-0.86
-59.842934,-147.5,275.42,-0.82
-59.842934,-146.25,275.52,-0.79
-59.842934,-145.0,275.66,-0.75
-59.842934,-143.75,275.8,-0.73
-59.842934,-142.5,275.95,-0.71
-59.842934,-141.25,276.11,-0.68
-59.842934,-140.0,276.28,-0.63
-59.842934,-138.75,276.45,-0.57
-59.842934,-137.5,276.62,-0.49
-59.842934,-136.25,276.79,-0.42
-59.842934,-135.0,276.95,-0.37
-59.842934,-133.75,277.1,-0.32
-59.842934,-132.5,277.23,-0.27
-59.842934,-131.25,277.34,-0.23
-59.842934,-130.0,277.44,-0.21
-59.842934,-128.75,277.55,-0.18
-59.842934,-127.5,277.64,-0.17
-59.842934,-126.25,277.72,-0.15
-59.842934,-125.0,277.78,-0.13
-59.842934,-123.75,277.78,-0.13
-59.842934,-122.5,277.77,-0.14
-59.842934,-121.25,277.77,-0.12
-59.842934,-120.0,277.79,-0.11
-59.842934,-118.75,277.82,-0.1
-59.842934,-117.5,277.88,-0.08
-59.842934,-116.25,277.93,-0.07
-59.842934,-115.0,277.98,-0.03
-59.842934,-113.75,278.03,-0.02
-59.842934,-112.5,278.08,0.0
-59.842934,-111.25,278.15,0.04
-59.842934,-110.0,278.22,0.06
-59.842934,-108.75,278.3,0.09
-59.842934,-107.5,278.38,0.1
-59.842934,-106.25,278.44,0.1
-59.842934,-105.0,278.5,0.1
-59.842934,-103.75,278.54,0.08
-59.842934,-102.5,278.59,0.09
-59.842934,-101.25,278.64,0.1
-59.842934,-100.0,278.68,0.12
-59.842934,-98.75,278.71,0.13
-59.842934,-97.5,278.73,0.13
-59.842934,-96.25,278.72,0.12
-59.842934,-95.0,278.71,0.11
-59.842934,-93.75,278.71,0.11
-59.842934,-92.5,278.72,0.11
-59.842934,-91.25,278.75,0.1
-59.842934,-90.0,278.78,0.09
-59.842934,-88.75,278.78,0.07
-59.842934,-87.5,278.75,0.04
-59.842934,-86.25,278.7,0.01
-59.842934,-85.0,278.66,-0.02
-59.842934,-83.75,278.61,-0.06
-59.842934,-82.5,278.55,-0.12
-59.842934,-81.25,278.49,-0.15
-59.842934,-80.0,278.43,-0.18
-59.842934,-78.75,278.36,-0.21
-59.842934,-77.5,278.28,-0.25
-59.842934,-76.25,278.19,-0.29
-59.842934,-75.0,278.07,-0.34
-59.842934,-73.75,277.92,-0.4
-59.842934,-72.5,277.74,-0.47
-59.842934,-71.25,277.53,-0.56
-59.842934,-70.0,277.25,-0.68
-59.842934,-68.75,276.88,-0.82
-59.842934,-67.5,276.5,-1.0
-59.842934,-66.25,276.31,-1.09
-59.842934,-65.0,276.22,-1.17
-59.842934,-63.75,276.19,-1.24
-59.842934,-62.5,276.2,-1.3
-59.842934,-61.25,276.21,-1.35
-59.842934,-60.0,276.16,-1.38
-59.842934,-58.75,276.05,-1.43
-59.842934,-57.5,275.87,-1.51
-59.842934,-56.25,275.65,-1.62
-59.842934,-55.0,275.49,-1.69
-59.842934,-53.75,275.35,-1.74
-59.842934,-52.5,275.21,-1.8
-59.842934,-51.25,275.06,-1.86
-59.842934,-50.0,274.92,-1.9
-59.842934,-48.75,274.77,-1.93
-59.842934,-47.5,274.6,-1.95
-59.842934,-46.25,274.43,-1.97
-59.842934,-45.0,274.29,-1.96
-59.842934,-43.75,274.17,-1.94
-59.842934,-42.5,274.05,-1.91
-59.842934,-41.25,273.9,-1.89
-59.842934,-40.0,273.73,-1.9
-59.842934,-38.75,273.54,-1.92
-59.842934,-37.5,273.36,-1.93
-59.842934,-36.25,273.2,-1.9
-59.842934,-35.0,273.05,-1.87
-59.842934,-33.75,272.91,-1.82
-59.842934,-32.5,272.81,-1.75
-59.842934,-31.25,272.71,-1.7
-59.842934,-30.0,272.62,-1.67
-58.900524,-170.0,276.57,-1.96
-58.900524,-168.75,276.55,-1.89
-58.900524,-167.5,276.53,-1.86
-58.900524,-166.25,276.51,-1.82
-58.900524,-165.0,276.47,-1.78
-58.900524,-163.75,276.42,-1.73
-58.900524,-162.5,276.37,-1.68
-58.900524,-161.25,276.3,-1.64
-58.900524,-160.0,276.23,-1.59
-58.900524,-158.75,276.15,-1.52
-58.900524,-157.5,276.06,-1.43
-58.900524,-156.25,275.95,-1.35
-58.900524,-155.0,275.85,-1.25
-58.900524,-153.75,275.76,-1.16
-58.900524,-152.5,275.71,-1.08
-58.900524,-151.25,275.69,-1.03
-58.900524,-150.0,275.71,-0.96
-58.900524,-148.75,275.77,-0.89
-58.900524,-147.5,275.84,-0.83
-58.900524,-146.25,275.95,-0.77
-58.900524,-145.0,276.08,-0.73
