lat,lon,tas_k,dtas_k_per_mo
-59.842934,-170.0,270.74,-2.97
-59.842934,-168.75,270.76,-3.0
-59.842934,-167.5,270.82,-3.03
-59.842934,-166.25,270.9,-3.02
-59.842934,-165.0,270.98,-2.98
-59.842934,-163.75,271.04,-2.88
-59.842934,-162.5,271.09,-2.77
-59.842934,-161.25,271.11,-2.69
-59.842934,-160.0,271.13,-2.59
-59.842934,-158.75,271.16,-2.48
-59.842934,-157.5,271.19,-2.32
-59.842934,-156.25,271.21,-2.14
-59.842934,-155.0,271.2,-1.98
-59.842934,-153.75,271.21,-1.88
-59.842934,-152.5,271.3,-1.78
-59.842934,-151.25,271.46,-1.66
-59.842934,-150.0,271.65,-1.54
-59.842934,-148.75,271.87,-1.45
-59.842934,-147.5,272.12,-1.34
-59.842934,-146.25,272.4,-1.21
-59.842934,-145.0,272.67,-1.11
-59.842934,-143.75,272.94,-0.98
-59.842934,-142.5,273.22,-0.82
-59.842934,-141.25,273.49,-0.66
-59.842934,-140.0,273.75,-0.52
-59.842934,-138.75,274.0,-0.37
-59.842934,-137.5,274.26,-0.21
-59.842934,-136.25,274.46,-0.08
-59.842934,-135.0,274.65,0.03
-59.842934,-133.75,274.81,0.12
-59.842934,-132.5,274.95,0.21
-59.842934,-131.25,275.08,0.3
-59.842934,-130.0,275.2,0.39
-59.842934,-128.75,275.29,0.47
-59.842934,-127.5,275.38,0.56
-59.842934,-126.25,275.46,0.64
-59.842934,-125.0,275.48,0.68
-59.842934,-123.75,275.49,0.72
-59.842934,-122.5,275.48,0.76
-59.842934,-121.25,275.49,0.83
-59.842934,-120.0,275.5,0.92
-59.842934,-118.75,275.49,1.01
-59.842934,-117.5,275.47,1.09
-59.842934,-116.25,275.44,1.16
-59.842934,-115.0,275.39,1.19
-59.842934,-113.75,275.36,1.21
-59.842934,-112.5,275.33,1.22
-59.842934,-111.25,275.29,1.22
-59.842934,-110.0,275.25,1.21
-59.842934,-108.75,275.2,1.2
-59.842934,-107.5,275.14,1.18
-59.842934,-106.25,275.05,1.14
-59.842934,-105.0,274.95,1.09
-59.842934,-103.75,274.85,1.03
-59.842934,-102.5,274.74,0.97
-59.842934,-101.25,274.64,0.92
-59.842934,-100.0,274.55,0.88
-59.842934,-98.75,274.48,0.87
-59.842934,-97.5,274.4,0.88
-59.842934,-96.25,274.31,0.89
-59.842934,-95.0,274.23,0.9
-59.842934,-93.75,274.19,0.92
-59.842934,-92.5,274.14,0.91
-59.842934,-91.25,274.07,0.85
-59.842934,-90.0,273.99,0.74
-59.842934,-88.75,273.94,0.7
-59.842934,-87.5,273.88,0.63
-59.842934,-86.25,273.8,0.57
-59.842934,-85.0,273.71,0.51
-59.842934,-83.75,273.63,0.43
-59.842934,-82.5,273.54,0.33
-59.842934,-81.25,273.43,0.21
-59.842934,-80.0,273.3,0.05
-59.842934,-78.75,273.17,-0.15
