lat,lon,tas_k,dtas_k_per_mo
-59.842934,-170.0,274.63,-1.75
-59.842934,-168.75,274.54,-1.83
-59.842934,-167.5,274.44,-1.93
-59.842934,-166.25,274.33,-2.04
-59.842934,-165.0,274.2,-2.13
-59.842934,-163.75,274.07,-2.22
-59.842934,-162.5,273.94,-2.29
-59.842934,-161.25,273.82,-2.34
-59.842934,-160.0,273.71,-2.38
-59.842934,-158.75,273.61,-2.39
-59.842934,-157.5,273.5,-2.4
-59.842934,-156.25,273.4,-2.4
-59.842934,-155.0,273.29,-2.39
-59.842934,-153.75,273.21,-2.36
-59.842934,-152.5,273.17,-2.33
-59.842934,-151.25,273.17,-2.29
-59.842934,-150.0,273.2,-2.25
-59.842934,-148.75,273.23,-2.22
-59.842934,-147.5,273.27,-2.2
-59.842934,-146.25,273.34,-2.17
-59.842934,-145.0,273.43,-2.13
-59.842934,-143.75,273.53,-2.11
-59.842934,-142.5,273.65,-2.06
-59.842934,-141.25,273.78,-2.01
-59.842934,-140.0,273.92,-1.95
-59.842934,-138.75,274.06,-1.9
-59.842934,-137.5,274.2,-1.86
-59.842934,-136.25,274.33,-1.83
-59.842934,-135.0,274.47,-1.81
-59.842934,-133.75,274.58,-1.81
-59.842934,-132.5,274.68,-1.79
-59.842934,-131.25,274.78,-1.75
-59.842934,-130.0,274.89,-1.7
-59.842934,-128.75,275.0,-1.65
-59.842934,-127.5,275.12,-1.61
-59.842934,-126.25,275.21,-1.61
-59.842934,-125.0,275.27,-1.63
-59.842934,-123.75,275.34,-1.65
-59.842934,-122.5,275.4,-1.65
-59.842934,-121.25,275.46,-1.65
-59.842934,-120.0,275.52,-1.63
-59.842934,-118.75,275.59,-1.6
-59.842934,-117.5,275.64,-1.56
-59.842934,-116.25,275.7,-1.51
-59.842934,-115.0,275.75,-1.47
-59.842934,-113.75,275.81,-1.4
-59.842934,-112.5,275.89,-1.33
-59.842934,-111.25,275.95,-1.27
-59.842934,-110.0,276.01,-1.21
-59.842934,-108.75,276.06,-1.17
-59.842934,-107.5,276.11,-1.15
-59.842934,-106.25,276.16,-1.15
-59.842934,-105.0,276.2,-1.13
-59.842934,-103.75,276.22,-1.13
-59.842934,-102.5,276.22,-1.14
