lat,lon,tas_k,dtas_k_per_mo
-59.842934,-170.0,272.54,-0.22
-59.842934,-168.75,272.56,-0.14
-59.842934,-167.5,272.58,-0.05
-59.842934,-166.25,272.61,0.04
-59.842934,-165.0,272.61,0.11
-59.842934,-163.75,272.61,0.18
-59.842934,-162.5,272.61,0.26
-59.842934,-161.25,272.6,0.34
-59.842934,-160.0,272.58,0.4
-59.842934,-158.75,272.55,0.48
-59.842934,-157.5,272.51,0.59
-59.842934,-156.25,272.44,0.67
-59.842934,-155.0,272.38,0.73
-59.842934,-153.75,272.34,0.78
-59.842934,-152.5,272.34,0.82
-59.842934,-151.25,272.39,0.87
-59.842934,-150.0,272.46,0.91
-59.842934,-148.75,272.54,0.95
-59.842934,-147.5,272.63,0.98
-59.842934,-146.25,272.74,0.98
-59.842934,-145.0,272.87,0.99
-59.842934,-143.75,273.01,1.0
-59.842934,-142.5,273.16,1.03
-59.842934,-141.25,273.32,1.05
-59.842934,-140.0,273.48,1.08
-59.842934,-138.75,273.66,1.12
-59.842934,-137.5,273.86,1.16
-59.842934,-136.25,274.06,1.2
-59.842934,-135.0,274.26,1.22
-59.842934,-133.75,274.45,1.25
-59.842934,-132.5,274.65,1.3
-59.842934,-131.25,274.85,1.36
-59.842934,-130.0,275.02,1.42
-59.842934,-128.75,275.18,1.46
-59.842934,-127.5,275.31,1.49
-59.842934,-126.25,275.42,1.52
-59.842934,-125.0,275.48,1.52
-59.842934,-123.75,275.5,1.49
-59.842934,-122.5,275.5,1.45
-59.842934,-121.25,275.5,1.38
-59.842934,-120.0,275.49,1.31
-59.842934,-118.75,275.49,1.26
-59.842934,-117.5,275.48,1.21
-59.842934,-116.25,275.48,1.19
-59.842934,-115.0,275.46,1.15
-59.842934,-113.75,275.45,1.11
-59.842934,-112.5,275.48,1.1
-59.842934,-111.25,275.5,1.09
-59.842934,-110.0,275.52,1.07
-59.842934,-108.75,275.52,1.04
-59.842934,-107.5,275.51,0.99
-59.842934,-106.25,275.49,0.91
-59.842934,-105.0,275.47,0.81
-59.842934,-103.75,275.44,0.67
-59.842934,-102.5,275.4,0.52
-59.842934,-101.25,275.38,0.4
-59.842934,-100.0,275.37,0.33
-59.842934,-98.75,275.35,0.26
-59.842934,-97.5,275.31,0.21
-59.842934,-96.25,275.26,0.14
-59.842934,-95.0,275.18,0.07
-59.842934,-93.75,275.13,0.02
-59.842934,-92.5,275.11,0.02
-59.842934,-91.25,275.14,0.06
-59.842934,-90.0,275.13,0.04
-59.842934,-88.75,275.1,-0.03
-59.842934,-87.5,275.05,-0.11
-59.842934,-86.25,274.98,-0.2
-59.842934,-85.0,274.92,-0.25
-59.842934,-83.75,274.85,-0.28
-59.842934,-82.5,274.79,-0.29
-59.842934,-81.25,274.72,-0.27
-59.842934,-80.0,274.63,-0.27
-59.842934,-78.75,274.52,-0.26
-59.842934,-77.5,274.41,-0.28
-59.842934,-76.25,274.34,-0.25
-59.842934,-75.0,274.26,-0.21
-59.842934,-73.75,274.17,-0.18
-59.842934,-72.5,274.05,-0.18
-59.842934,-71.25,273.85,-0.17
-59.842934,-70.0,273.56,-0.13
-59.842934,-68.75,273.16,-0.02
-59.842934,-67.5,272.81,0.23
-59.842934,-66.25,272.66,0.49
-59.842934,-65.0,272.61,0.8
-59.842934,-63.75,272.61,1.12
-59.842934,-62.5,272.63,1.39
-59.842934,-61.25,272.65,1.64
-59.842934,-60.0,272.63,1.89
-59.842934,-58.75,272.55,2.12
-59.842934,-57.5,272.39,2.32
-59.842934,-56.25,272.21,2.5
-59.842934,-55.0,272.04,2.63
-59.842934,-53.75,271.87,2.69
-59.842934,-52.5,271.68,2.68
-59.842934,-51.25,271.46,2.59
-59.842934,-50.0,271.17,2.44
-59.842934,-48.75,270.81,2.29
-59.842934,-47.5,270.37,2.21
-59.842934,-46.25,269.95,2.23
-59.842934,-45.0,269.49,2.28
-59.842934,-43.75,269.14,2.39
-59.842934,-42.5,268.81,2.47
-59.842934,-41.25,268.5,2.55
-59.842934,-40.0,268.23,2.57
-59.842934,-38.75,268.03,2.57
-59.842934,-37.5,267.91,2.64
-59.842934,-36.25,267.85,2.71
-59.842934,-35.0,267.8,2.81
-59.842934,-33.75,267.69,2.89
-59.842934,-32.5,267.61,2.92
-59.842934,-31.25,267.46,2.82
-59.842934,-30.0,267.38,2.76
-58.900524,-170.0,273.38,-0.12
-58.900524,-168.75,273.37,-0.07
-58.900524,-167.5,273.37,-0.0
-58.900524,-166.25,273.36,0.04
-58.900524,-165.0,273.33,0.08
-58.900524,-163.75,273.3,0.12
-58.900524,-162.5,273.26,0.15
-58.900524,-161.25,273.21,0.2
-58.900524,-160.0,273.16,0.26
-58.900524,-158.75,273.09,0.33
-58.900524,-157.5,273.03,0.42
-58.900524,-156.25,272.94,0.48
-58.900524,-155.0,272.85,0.54
-58.900524,-153.75,272.78,0.59
-58.900524,-152.5,272.74,0.61
-58.900524,-151.25,272.76,0.61
-58.900524,-150.0,272.84,0.64
-58.900524,-148.75,272.95,0.69
-58.900524,-147.5,273.08,0.73
-58.900524,-146.25,273.23,0.76
-58.900524,-145.0,273.39,0.82
-58.900524,-143.75,273.54,0.87
-58.900524,-142.5,273.68,0.92
-58.900524,-141.25,273.82,0.98
-58.900524,-140.0,273.96,1.02
-58.900524,-138.75,274.09,1.06
-58.900524,-137.5,274.24,1.08
-58.900524,-136.25,274.41,1.12
-58.900524,-135.0,274.59,1.16
-58.900524,-133.75,274.77,1.18
-58.900524,-132.5,274.97,1.22
-58.900524,-131.25,275.16,1.29
-58.900524,-130.0,275.35,1.35
-58.900524,-128.75,275.53,1.4
-58.900524,-127.5,275.69,1.44
-58.900524,-126.25,275.81,1.46
-58.900524,-125.0,275.87,1.44
-58.900524,-123.75,275.89,1.39
-58.900524,-122.5,275.9,1.35
-58.900524,-121.25,275.91,1.3
-58.900524,-120.0,275.92,1.25
-58.900524,-118.75,275.92,1.2
-58.900524,-117.5,275.92,1.15
-58.900524,-116.25,275.91,1.1
-58.900524,-115.0,275.91,1.08
-58.900524,-113.75,275.94,1.07
-58.900524,-112.5,275.97,1.06
-58.900524,-111.25,276.01,1.05
-58.900524,-110.0,276.04,1.02
-58.900524,-108.75,276.06,0.98
-58.900524,-107.5,276.06,0.91
-58.900524,-106.25,276.05,0.83
-58.900524,-105.0,276.04,0.73
-58.900524,-103.75,276.02,0.61
-58.900524,-102.5,275.98,0.48
-58.900524,-101.25,275.94,0.35
-58.900524,-100.0,275.92,0.27
-58.900524,-98.75,275.89,0.2
-58.900524,-97.5,275.84,0.14
-58.900524,-96.25,275.79,0.09
-58.900524,-95.0,275.72,0.03
-58.900524,-93.75,275.66,-0.01
-58.900524,-92.5,275.63,-0.03
-58.900524,-91.25,275.63,-0.02
-58.900524,-90.0,275.6,-0.03
-58.900524,-88.75,275.59,-0.06
-58.900524,-87.5,275.56,-0.1
-58.900524,-86.25,275.5,-0.17
-58.900524,-85.0,275.43,-0.23
-58.900524,-83.75,275.37,-0.26
-58.900524,-82.5,275.29,-0.29
