lat,lon,tas_k,dtas_k_per_mo
-59.842934,-170.0,273.41,-0.47
-59.842934,-168.75,273.38,-0.51
-59.842934,-167.5,273.36,-0.56
-59.842934,-166.25,273.33,-0.62
-59.842934,-165.0,273.3,-0.68
-59.842934,-163.75,273.28,-0.73
-59.842934,-162.5,273.26,-0.75
-59.842934,-161.25,273.24,-0.76
-59.842934,-160.0,273.22,-0.79
-59.842934,-158.75,273.2,-0.82
-59.842934,-157.5,273.17,-0.82
-59.842934,-156.25,273.13,-0.81
-59.842934,-155.0,273.08,-0.82
-59.842934,-153.75,273.05,-0.84
-59.842934,-152.5,273.06,-0.87
-59.842934,-151.25,273.1,-0.95
-59.842934,-150.0,273.15,-1.05
-59.842934,-148.75,273.23,-1.13
-59.842934,-147.5,273.32,-1.19
-59.842934,-146.25,273.43,-1.22
-59.842934,-145.0,273.56,-1.21
-59.842934,-143.75,273.73,-1.19
-59.842934,-142.5,273.87,-1.17
-59.842934,-141.25,274.01,-1.14
-59.842934,-140.0,274.17,-1.09
-59.842934,-138.75,274.34,-1.03
-59.842934,-137.5,274.51,-0.97
-59.842934,-136.25,274.67,-0.91
-59.842934,-135.0,274.86,-0.85
-59.842934,-133.75,275.03,-0.83
-59.842934,-132.5,275.21,-0.78
-59.842934,-131.25,275.38,-0.7
-59.842934,-130.0,275.57,-0.62
-59.842934,-128.75,275.76,-0.55
-59.842934,-127.5,275.96,-0.51
-59.842934,-126.25,276.12,-0.52
-59.842934,-125.0,276.22,-0.58
-59.842934,-123.75,276.29,-0.64
-59.842934,-122.5,276.35,-0.7
-59.842934,-121.25,276.4,-0.73
-59.842934,-120.0,276.42,-0.74
-59.842934,-118.75,276.42,-0.74
-59.842934,-117.5,276.42,-0.75
-59.842934,-116.25,276.41,-0.76
-59.842934,-115.0,276.39,-0.81
-59.842934,-113.75,276.37,-0.84
-59.842934,-112.5,276.41,-0.81
-59.842934,-111.25,276.44,-0.82
-59.842934,-110.0,276.46,-0.81
-59.842934,-108.75,276.46,-0.77
-59.842934,-107.5,276.43,-0.75
-59.842934,-106.25,276.37,-0.78
-59.842934,-105.0,276.28,-0.83
-59.842934,-103.75,276.17,-0.91
-59.842934,-102.5,276.08,-0.95
-59.842934,-101.25,275.94,-1.03
-59.842934,-100.0,275.79,-1.14
-59.842934,-98.75,275.65,-1.26
-59.842934,-97.5,275.52,-1.34
-59.842934,-96.25,275.4,-1.39
-59.842934,-95.0,275.28,-1.44
-59.842934,-93.75,275.16,-1.53
-59.842934,-92.5,275.05,-1.66
-59.842934,-91.25,274.95,-1.79
-59.842934,-90.0,274.88,-1.83
-59.842934,-88.75,274.86,-1.8
-59.842934,-87.5,274.85,-1.74
-59.842934,-86.25,274.84,-1.66
-59.842934,-85.0,274.83,-1.6
-59.842934,-83.75,274.8,-1.57
-59.842934,-82.5,274.77,-1.56
-59.842934,-81.25,274.73,-1.57
-59.842934,-80.0,274.68,-1.56
-59.842934,-78.75,274.6,-1.58
-59.842934,-77.5,274.51,-1.56
-59.842934,-76.25,274.4,-1.56
-59.842934,-75.0,274.26,-1.56
-59.842934,-73.75,274.08,-1.54
-59.842934,-72.5,273.87,-1.52
-59.842934,-71.25,273.62,-1.53
-59.842934,-70.0,273.29,-1.55
