lat,lon,tas_k,dtas_k_per_mo
-59.842934,-170.0,275.26,-1.98
-59.842934,-168.75,275.23,-1.95
-59.842934,-167.5,275.2,-1.93
-59.842934,-166.25,275.17,-1.91
-59.842934,-165.0,275.11,-1.9
-59.842934,-163.75,275.05,-1.89
-59.842934,-162.5,274.97,-1.87
-59.842934,-161.25,274.89,-1.85
-59.842934,-160.0,274.81,-1.83
-59.842934,-158.75,274.73,-1.81
-59.842934,-157.5,274.65,-1.75
-59.842934,-156.25,274.55,-1.7
-59.842934,-155.0,274.47,-1.64
-59.842934,-153.75,274.42,-1.58
-59.842934,-152.5,274.42,-1.5
-59.842934,-151.25,274.44,-1.43
-59.842934,-150.0,274.47,-1.37
-59.842934,-148.75,274.51,-1.3
-59.842934,-147.5,274.54,-1.26
-59.842934,-146.25,274.6,-1.21
-59.842934,-145.0,274.67,-1.17
-59.842934,-143.75,274.72,-1.14
-59.842934,-142.5,274.79,-1.09
-59.842934,-141.25,274.88,-1.02
-59.842934,-140.0,274.97,-0.95
-59.842934,-138.75,275.07,-0.86
-59.842934,-137.5,275.17,-0.77
-59.842934,-136.25,275.27,-0.69
-59.842934,-135.0,275.38,-0.6
-59.842934,-133.75,275.51,-0.51
-59.842934,-132.5,275.64,-0.43
-59.842934,-131.25,275.78,-0.33
-59.842934,-130.0,275.93,-0.24
-59.842934,-128.75,276.06,-0.15
-59.842934,-127.5,276.19,-0.08
-59.842934,-126.25,276.31,-0.03
-59.842934,-125.0,276.38,-0.01
-59.842934,-123.75,276.43,-0.01
-59.842934,-122.5,276.46,-0.02
-59.842934,-121.25,276.47,-0.04
-59.842934,-120.0,276.49,-0.05
-59.842934,-118.75,276.51,-0.06
-59.842934,-117.5,276.54,-0.06
-59.842934,-116.25,276.59,-0.06
-59.842934,-115.0,276.62,-0.1
-59.842934,-113.75,276.65,-0.13
-59.842934,-112.5,276.67,-0.18
-59.842934,-111.25,276.71,-0.21
-59.842934,-110.0,276.76,-0.22
-59.842934,-108.75,276.82,-0.22
-59.842934,-107.5,276.88,-0.22
-59.842934,-106.25,276.92,-0.23
-59.842934,-105.0,276.95,-0.26
-59.842934,-103.75,276.98,-0.29
-59.842934,-102.5,277.03,-0.3
-59.842934,-101.25,277.08,-0.32
-59.842934,-100.0,277.15,-0.34
-59.842934,-98.75,277.21,-0.35
-59.842934,-97.5,277.24,-0.36
-59.842934,-96.25,277.26,-0.36
-59.842934,-95.0,277.28,-0.36
-59.842934,-93.75,277.32,-0.37
-59.842934,-92.5,277.36,-0.4
-59.842934,-91.25,277.42,-0.48
-59.842934,-90.0,277.45,-0.57
-59.842934,-88.75,277.45,-0.66
-59.842934,-87.5,277.45,-0.72
-59.842934,-86.25,277.43,-0.77
-59.842934,-85.0,277.42,-0.83
-59.842934,-83.75,277.42,-0.89
-59.842934,-82.5,277.42,-0.95
-59.842934,-81.25,277.43,-1.0
-59.842934,-80.0,277.45,-1.03
-59.842934,-78.75,277.45,-1.09
-59.842934,-77.5,277.47,-1.12
-59.842934,-76.25,277.49,-1.12
-59.842934,-75.0,277.48,-1.13
-59.842934,-73.75,277.44,-1.15
-59.842934,-72.5,277.4,-1.14
-59.842934,-71.25,277.34,-1.13
-59.842934,-70.0,277.18,-1.15
-59.842934,-68.75,276.85,-1.24
-59.842934,-67.5,276.52,-1.33
-59.842934,-66.25,276.36,-1.4
-59.842934,-65.0,276.31,-1.44
-59.842934,-63.75,276.33,-1.47
-59.842934,-62.5,276.38,-1.49
-59.842934,-61.25,276.39,-1.54
-59.842934,-60.0,276.34,-1.6
-59.842934,-58.75,276.23,-1.69
-59.842934,-57.5,276.1,-1.73
-59.842934,-56.25,275.92,-1.78
-59.842934,-55.0,275.77,-1.85
-59.842934,-53.75,275.65,-1.91
-59.842934,-52.5,275.56,-1.96
-59.842934,-51.25,275.47,-2.02
-59.842934,-50.0,275.38,-2.07
-59.842934,-48.75,275.28,-2.08
-59.842934,-47.5,275.18,-2.05
-59.842934,-46.25,275.09,-2.01
-59.842934,-45.0,275.01,-1.96
-59.842934,-43.75,274.94,-1.9
-59.842934,-42.5,274.87,-1.84
-59.842934,-41.25,274.79,-1.77
-59.842934,-40.0,274.72,-1.7
-59.842934,-38.75,274.65,-1.65
-59.842934,-37.5,274.56,-1.59
-59.842934,-36.25,274.47,-1.54
-59.842934,-35.0,274.39,-1.51
-59.842934,-33.75,274.31,-1.48
-59.842934,-32.5,274.26,-1.45
-59.842934,-31.25,274.2,-1.4
-59.842934,-30.0,274.16,-1.33
-58.900524,-170.0,276.11,-1.84
-58.900524,-168.75,276.1,-1.8
-58.900524,-167.5,276.08,-1.78
