lat,lon,tas_k,dtas_k_per_mo
-59.842934,-170.0,273.34,-0.63
-59.842934,-168.75,273.27,-0.57
-59.842934,-167.5,273.22,-0.48
-59.842934,-166.25,273.17,-0.37
-59.842934,-165.0,273.1,-0.25
-59.842934,-163.75,273.01,-0.13
-59.842934,-162.5,272.91,-0.0
-59.842934,-161.25,272.79,0.13
-59.842934,-160.0,272.66,0.23
-59.842934,-158.75,272.51,0.29
-59.842934,-157.5,272.32,0.35
-59.842934,-156.25,272.11,0.43
-59.842934,-155.0,271.91,0.51
-59.842934,-153.75,271.71,0.56
-59.842934,-152.5,271.56,0.57
-59.842934,-151.25,271.44,0.54
-59.842934,-150.0,271.35,0.5
-59.842934,-148.75,271.3,0.45
-59.842934,-147.5,271.29,0.42
-59.842934,-146.25,271.32,0.37
-59.842934,-145.0,271.36,0.3
-59.842934,-143.75,271.4,0.21
-59.842934,-142.5,271.44,0.12
-59.842934,-141.25,271.5,0.04
-59.842934,-140.0,271.57,-0.03
-59.842934,-138.75,271.64,-0.09
-59.842934,-137.5,271.72,-0.16
-59.842934,-136.25,271.81,-0.23
-59.842934,-135.0,271.95,-0.26
-59.842934,-133.75,272.07,-0.29
-59.842934,-132.5,272.21,-0.3
-59.842934,-131.25,272.35,-0.29
-59.842934,-130.0,272.5,-0.28
-59.842934,-128.75,272.64,-0.26
-59.842934,-127.5,272.78,-0.25
-59.842934,-126.25,272.91,-0.23
-59.842934,-125.0,273.02,-0.21
-59.842934,-123.75,273.12,-0.22
-59.842934,-122.5,273.18,-0.22
-59.842934,-121.25,273.22,-0.21
-59.842934,-120.0,273.23,-0.2
-59.842934,-118.75,273.24,-0.2
-59.842934,-117.5,273.25,-0.22
-59.842934,-116.25,273.27,-0.25
-59.842934,-115.0,273.3,-0.28
-59.842934,-113.75,273.35,-0.32
-59.842934,-112.5,273.41,-0.34
-59.842934,-111.25,273.46,-0.37
-59.842934,-110.0,273.5,-0.4
-59.842934,-108.75,273.54,-0.42
-59.842934,-107.5,273.59,-0.42
-59.842934,-106.25,273.64,-0.42
-59.842934,-105.0,273.68,-0.43
-59.842934,-103.75,273.71,-0.43
-59.842934,-102.5,273.73,-0.44
-59.842934,-101.25,273.78,-0.45
-59.842934,-100.0,273.84,-0.46
-59.842934,-98.75,273.88,-0.47
-59.842934,-97.5,273.92,-0.48
-59.842934,-96.25,273.95,-0.48
-59.842934,-95.0,273.97,-0.49
-59.842934,-93.75,274.0,-0.5
-59.842934,-92.5,274.05,-0.49
-59.842934,-91.25,274.08,-0.53
-59.842934,-90.0,274.12,-0.57
-59.842934,-88.75,274.17,-0.59
-59.842934,-87.5,274.21,-0.6
-59.842934,-86.25,274.24,-0.61
-59.842934,-85.0,274.28,-0.62
-59.842934,-83.75,274.31,-0.63
-59.842934,-82.5,274.35,-0.62
-59.842934,-81.25,274.4,-0.57
-59.842934,-80.0,274.46,-0.53
-59.842934,-78.75,274.52,-0.48
-59.842934,-77.5,274.57,-0.46
-59.842934,-76.25,274.6,-0.43
-59.842934,-75.0,274.59,-0.39
-59.842934,-73.75,274.54,-0.37
-59.842934,-72.5,274.47,-0.34
-59.842934,-71.25,274.37,-0.31
-59.842934,-70.0,274.19,-0.29
-59.842934,-68.75,273.88,-0.29
-59.842934,-67.5,273.46,-0.3
-59.842934,-66.25,273.23,-0.31
-59.842934,-65.0,273.1,-0.32
-59.842934,-63.75,273.06,-0.34
-59.842934,-62.5,273.1,-0.33
-59.842934,-61.25,273.21,-0.29
-59.842934,-60.0,273.3,-0.23
-59.842934,-58.75,273.3,-0.22
-59.842934,-57.5,273.19,-0.23
-59.842934,-56.25,273.06,-0.16
-59.842934,-55.0,272.95,-0.07
-59.842934,-53.75,272.83,0.0
-59.842934,-52.5,272.72,0.08
-59.842934,-51.25,272.62,0.17
-59.842934,-50.0,272.56,0.26
-59.842934,-48.75,272.45,0.34
-59.842934,-47.5,272.25,0.4
-59.842934,-46.25,272.03,0.48
-59.842934,-45.0,271.87,0.65
-59.842934,-43.75,271.79,0.82
-59.842934,-42.5,271.72,1.04
-59.842934,-41.25,271.64,1.31
-59.842934,-40.0,271.54,1.6
-59.842934,-38.75,271.41,1.84
-59.842934,-37.5,271.25,1.96
-59.842934,-36.25,271.06,1.97
-59.842934,-35.0,270.85,1.92
-59.842934,-33.75,270.56,1.74
-59.842934,-32.5,270.3,1.54
-59.842934,-31.25,270.02,1.35
-59.842934,-30.0,269.74,1.19
-58.900524,-170.0,274.06,-0.77
-58.900524,-168.75,273.98,-0.72
-58.900524,-167.5,273.93,-0.64
-58.900524,-166.25,273.89,-0.55
-58.900524,-165.0,273.83,-0.46
-58.900524,-163.75,273.74,-0.36
-58.900524,-162.5,273.63,-0.24
-58.900524,-161.25,273.51,-0.12
-58.900524,-160.0,273.39,0.01
-58.900524,-158.75,273.25,0.1
-58.900524,-157.5,273.05,0.15
-58.900524,-156.25,272.85,0.22
-58.900524,-155.0,272.62,0.29
-58.900524,-153.75,272.41,0.33
-58.900524,-152.5,272.24,0.35
-58.900524,-151.25,272.12,0.34
-58.900524,-150.0,272.06,0.32
-58.900524,-148.75,272.04,0.3
-58.900524,-147.5,272.05,0.29
-58.900524,-146.25,272.11,0.27
-58.900524,-145.0,272.17,0.23
-58.900524,-143.75,272.24,0.19
-58.900524,-142.5,272.31,0.15
-58.900524,-141.25,272.36,0.12
-58.900524,-140.0,272.4,0.09
-58.900524,-138.75,272.44,0.04
-58.900524,-137.5,272.48,-0.02
-58.900524,-136.25,272.53,-0.05
-58.900524,-135.0,272.65,-0.06
-58.900524,-133.75,272.76,-0.09
-58.900524,-132.5,272.89,-0.1
-58.900524,-131.25,273.04,-0.09
-58.900524,-130.0,273.21,-0.06
-58.900524,-128.75,273.36,-0.04
-58.900524,-127.5,273.51,-0.04
-58.900524,-126.25,273.63,-0.03
-58.900524,-125.0,273.73,-0.01
-58.900524,-123.75,273.79,-0.02
-58.900524,-122.5,273.84,-0.03
-58.900524,-121.25,273.86,-0.06
-58.900524,-120.0,273.87,-0.09
-58.900524,-118.75,273.88,-0.11
-58.900524,-117.5,273.87,-0.13
-58.900524,-116.25,273.87,-0.18
-58.900524,-115.0,273.88,-0.23
-58.900524,-113.75,273.9,-0.28
-58.900524,-112.5,273.95,-0.32
-58.900524,-111.25,274.0,-0.34
-58.900524,-110.0,274.06,-0.37
-58.900524,-108.75,274.13,-0.38
-58.900524,-107.5,274.19,-0.39
-58.900524,-106.25,274.23,-0.4
-58.900524,-105.0,274.26,-0.42
-58.900524,-103.75,274.28,-0.44
-58.900524,-102.5,274.29,-0.44
-58.900524,-101.25,274.34,-0.45
-58.900524,-100.0,274.39,-0.46
-58.900524,-98.75,274.43,-0.47
-58.900524,-97.5,274.46,-0.48
-58.900524,-96.25,274.48,-0.48
-58.900524,-95.0,274.5,-0.49
-58.900524,-93.75,274.52,-0.5
-58.900524,-92.5,274.56,-0.5
-58.900524,-91.25,274.61,-0.52
-58.900524,-90.0,274.66,-0.54
-58.900524,-88.75,274.69,-0.56
-58.900524,-87.5,274.73,-0.57
-58.900524,-86.25,274.76,-0.59
-58.900524,-85.0,274.79,-0.6
-58.900524,-83.75,274.82,-0.61
-58.900524,-82.5,274.86,-0.61
-58.900524,-81.25,274.92,-0.59
-58.900524,-80.0,274.99,-0.55
-58.900524,-78.75,275.07,-0.49
-58.900524,-77.5,275.15,-0.44
-58.900524,-76.25,275.21,-0.41
-58.900524,-75.0,275.26,-0.38
-58.900524,-73.75,275.26,-0.35
-58.900524,-72.5,275.23,-0.33
-58.900524,-71.25,275.17,-0.33
-58.900524,-70.0,275.06,-0.31
-58.900524,-68.75,274.82,-0.31
-58.900524,-67.5,274.4,-0.35
-58.900524,-66.25,274.07,-0.36
-58.900524,-65.0,273.88,-0.38
-58.900524,-63.75,273.82,-0.39
-58.900524,-62.5,273.87,-0.4
-58.900524,-61.25,274.01,-0.38
-58.900524,-60.0,274.13,-0.36
-58.900524,-58.75,274.17,-0.37
-58.900524,-57.5,274.12,-0.39
-58.900524,-56.25,274.02,-0.35
-58.900524,-55.0,273.92,-0.31
-58.900524,-53.75,273.78,-0.29
-58.900524,-52.5,273.65,-0.24
-58.900524,-51.25,273.56,-0.16
-58.900524,-50.0,273.48,-0.07
-58.900524,-48.75,273.32,0.01
-58.900524,-47.5,273.06,0.08
-58.900524,-46.25,272.79,0.16
-58.900524,-45.0,272.62,0.23
-58.900524,-43.75,272.56,0.28
-58.900524,-42.5,272.49,0.3
-58.900524,-41.25,272.37,0.36
-58.900524,-40.0,272.19,0.43
-58.900524,-38.75,272.02,0.54
-58.900524,-37.5,271.87,0.62
-58.900524,-36.25,271.76,0.66
-58.900524,-35.0,271.67,0.69
-58.900524,-33.75,271.56,0.66
-58.900524,-32.5,271.44,0.57
-58.900524,-31.25,271.31,0.48
-58.900524,-30.0,271.18,0.4
